,Network,State,Facility Name,Star Rating,Profit Or Non-Profit,Chain Owned,Chain Organization,Late Shift,Number Of Dialysis Stations,Offers In-Center Hemodialysis,Offers Peritoneal Dialysis,Offers Home Hemodialysis Training,Percentage Of Medicare Patients With Hgb < 10 g/dL,Percentage Of Medicare Patients With Hgb > 12 g/dL,Percent Of Adult HD Patients With Kt/V >= 1.2,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5 - 4.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6 - 5.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6 - 7.0 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 mg/dL,Mortality Rate (Facility),Readmission Rate (Facility),Hospitalization Rate (Facility),Standard Infection Ratio,Transfusion Rate (Facility),Fistula Rate (Facility),Percentage Of Adult Patients With Long Term Catheter In Use,Standardized First Kidney Transplant Waitlist Ratio,Percentage Of Prevalent Patients Waitlisted
3912,6,SC,FRESENIUS KIDNEY CARE FLORENCE MEDICAL MILE,3,1.0,1,FRESENIUS MEDICAL CARE,0,20,1,0,0,19.0,0.0,96.0,1.0,11.0,24.0,23.0,23.0,19.0,17.7,21.4,186.4,0.5,2.4,42.1,20.0,0.82,16.4
3913,3,NJ,DAVITA PLAINSBORO DIALYSIS,2,1.0,0,INDEPENDENT,0,9,1,0,0,50.0,0.0,93.0,2.0,27.0,31.0,23.0,12.0,6.0,18.3,22.5,210.4,0.0,16.7,51.7,40.0,0.82,16.1
3914,16,OR,DAVITA LANCASTER DRIVE DIALYSIS,5,1.0,1,DAVITA,0,25,1,1,1,10.0,0.0,99.0,0.0,4.0,25.0,43.0,19.0,9.0,19.8,20.7,149.2,0.68,13.2,63.7,15.0,0.82,11.4
3915,16,OR,PORTLAND HOME DIALYSIS CLINIC,4,1.0,1,"US RENAL CARE, INC.",0,2,1,1,1,18.0,0.0,98.0,0.0,6.0,22.0,30.0,25.0,17.0,21.75,27.0,105.5,0.51,16.7,63.3,12.0,0.82,14.3
3916,10,IL,FMC - NORTHCENTER DIALYSIS,5,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,11.0,0.0,99.0,0.0,9.0,32.0,38.0,15.0,6.0,22.6,17.8,153.6,0.0,0.0,70.5,13.0,0.82,19.1
3917,15,NM,SANTO DOMINGO PUEBLO (DCI),5,1.0,1,"DIALYSIS CLINIC, INC.",0,16,1,0,0,5.0,0.0,97.0,0.0,9.0,19.0,24.0,30.0,19.0,9.8,29.7,111.1,2.2,14.9,87.6,7.0,0.82,4.9
3918,4,PA,WOODHAVEN DIALYSIS CENTER,4,1.0,1,AMERICAN RENAL ASSOCIATES,0,24,1,1,1,17.0,0.0,99.0,1.0,3.0,34.0,42.0,14.0,8.0,21.4,29.2,208.9,1.07,13.4,61.8,12.0,2.81,33.7
3919,9,OH,DAVITA FAIRFIELD HOME TRAINING DIALYSIS,3,1.0,1,DAVITA,0,0,0,1,0,18.0,0.0,98.0,0.0,2.0,15.0,24.0,33.0,25.0,31.4,32.1,342.7,0.51,16.7,63.3,12.0,0.82,7.8
3920,3,NJ,FMC EAST ORANGE DC,5,1.0,1,FRESENIUS MEDICAL CARE,0,20,1,0,0,20.0,0.0,98.0,0.0,10.0,29.0,32.0,22.0,8.0,16.4,19.8,189.7,0.33,8.8,62.8,8.0,0.69,10.3
3921,5,MD,FMC - CROSS KEYS,5,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,1,1,10.0,0.0,99.0,1.0,12.0,32.0,25.0,22.0,9.0,13.3,25.9,123.9,0.0,4.1,57.4,4.0,0.82,40.0
3922,10,IL,DIALYSIS CARE CENTER - MCHENRY,5,1.0,0,INDEPENDENT,0,14,1,0,0,21.0,0.0,100.0,1.0,10.0,28.0,30.0,23.0,9.0,15.3,16.0,138.7,0.51,16.7,57.1,14.0,0.82,13.0
3923,7,FL,PHYSICIANS DIALYSIS TRINITY,3,1.0,0,INDEPENDENT,0,13,1,1,1,30.0,0.0,98.0,4.0,3.0,25.0,35.0,22.0,15.0,33.1,23.5,152.3,0.49,12.4,56.0,20.0,0.0,6.3
3924,6,GA,COASTAL DIALYSIS CENTER,4,1.0,1,FRESENIUS MEDICAL CARE,1,43,1,1,1,31.0,0.0,97.0,1.0,8.0,24.0,29.0,26.0,12.0,34.5,34.8,187.1,0.7,3.3,71.8,5.0,0.84,20.4
3925,6,SC,"FRESENIUS MEDICAL CARE CNA KIDNEY CENTERS, LLC",3,1.0,1,FRESENIUS MEDICAL CARE,0,6,1,1,1,55.0,0.0,98.0,2.0,8.0,28.0,26.0,24.0,13.0,28.9,27.0,167.4,0.51,60.1,55.9,11.0,0.82,21.3
3926,12,MO,DCI - COLUMBIA HOME DIALYSIS SERVICES,4,0.0,1,"DIALYSIS CLINIC, INC.",0,4,1,1,1,17.0,3.0,98.0,11.0,10.0,25.0,23.0,25.0,17.0,35.9,22.1,177.4,0.51,13.1,63.3,12.0,0.82,27.1
3927,6,NC,RALEIGH DIALYSIS CLINIC INC,4,1.0,1,FRESENIUS MEDICAL CARE,1,43,1,1,1,22.0,0.0,96.0,1.0,8.0,22.0,27.0,27.0,16.0,24.0,26.5,182.2,0.87,21.1,55.1,7.0,1.08,15.7
3928,4,PA,FRESENIUS KIDNEY CARE - STATE COLLEGE,5,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,1,1,19.0,0.0,99.0,1.0,11.0,24.0,26.0,25.0,14.0,24.2,19.3,185.2,1.11,3.8,76.5,10.0,0.82,33.6
3929,11,MN,FMC DIALYSIS - DULUTH,5,1.0,1,FRESENIUS MEDICAL CARE,0,18,1,0,0,24.0,0.0,99.0,1.0,7.0,21.0,27.0,27.0,18.0,20.6,25.5,130.1,0.26,5.0,61.8,10.0,1.54,25.0
3930,2,NY,KEW GARDENS DIALYSIS CENTER,3,1.0,0,INDEPENDENT,1,31,1,1,1,36.0,0.0,94.0,3.0,9.0,25.0,29.0,28.0,9.0,22.5,29.2,233.5,1.27,31.1,67.0,15.0,1.81,30.2
3931,15,CO,GREELEY DIALYSIS (FMC),5,1.0,1,FRESENIUS MEDICAL CARE,1,25,1,0,0,28.0,0.0,99.0,2.0,7.0,26.0,32.0,25.0,10.0,18.3,16.5,163.8,0.16,11.9,65.5,9.0,0.71,21.7
3932,5,MD,FMC - ROBINWOOD,4,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,1,0,7.0,0.0,99.0,1.0,9.0,24.0,27.0,29.0,11.0,23.3,30.4,200.8,1.82,29.3,58.4,2.0,1.23,28.7
3933,13,LA,FMCNA - MANY,3,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,12.0,0.0,97.0,1.0,8.0,23.0,26.0,28.0,15.0,18.2,27.2,157.4,0.48,27.5,60.1,20.0,0.82,11.7
3934,6,GA,DAVITA CARTERSVILLE RENAL CENTER,3,1.0,1,DAVITA,0,13,1,1,0,14.0,0.0,96.0,6.0,6.0,19.0,30.0,24.0,22.0,19.5,28.1,273.0,1.84,14.0,67.9,10.0,0.82,9.2
3935,9,OH,US RENAL CARE NORTHWEST OHIO DIALYSIS,3,1.0,1,"US RENAL CARE, INC.",0,15,1,0,0,7.0,0.0,98.0,0.0,7.0,33.0,35.0,18.0,7.0,20.6,24.5,187.1,0.23,0.0,47.2,27.0,0.82,0.0
3936,8,MS,RCG CORINTH,5,1.0,1,FRESENIUS MEDICAL CARE,0,23,1,0,0,20.0,0.0,98.0,1.0,12.0,27.0,28.0,17.0,16.0,21.2,30.0,153.5,0.66,28.4,76.9,13.0,0.0,8.3
3937,9,OH,DAVITA US GRANT DIALYSIS,3,1.0,1,DAVITA,0,12,1,0,0,29.0,0.0,96.0,6.0,9.0,24.0,36.0,20.0,12.0,24.8,26.9,262.1,0.29,0.0,67.3,23.0,0.82,11.0
3938,12,IA,DAVITA BLACK HAWK DIALYSIS,5,1.0,1,DAVITA,0,18,1,1,1,22.0,0.0,99.0,0.0,4.0,18.0,33.0,24.0,20.0,20.8,12.3,133.4,1.77,6.2,58.0,5.0,0.0,6.9
3939,6,NC,DAVITA WEAVERVILLE DIALYSIS,4,1.0,1,DAVITA,0,20,1,0,0,34.0,0.0,99.0,2.0,9.0,23.0,32.0,18.0,17.0,20.5,31.4,168.0,0.53,8.4,68.2,13.0,0.82,14.4
3940,9,OH,DAVITA BLUE ASH DIALYSIS,4,1.0,1,DAVITA,0,18,1,0,0,13.0,0.0,100.0,4.0,6.0,28.0,37.0,16.0,13.0,19.3,13.8,151.6,0.25,4.1,53.8,12.0,0.82,7.9
3941,10,IL,FMC - NAPERVILLE NORTH DIALYSIS CENTER,4,1.0,1,FRESENIUS MEDICAL CARE,0,21,1,0,0,11.0,0.0,100.0,1.0,8.0,27.0,29.0,20.0,16.0,17.0,30.4,239.6,0.19,29.5,67.0,17.0,0.82,21.5
3942,1,MA,HAMPSHIRE COUNTY DIALYSIS CENTER,5,1.0,1,FRESENIUS MEDICAL CARE,1,13,1,0,0,13.0,0.0,97.0,3.0,10.0,31.0,31.0,18.0,10.0,14.3,11.6,161.2,0.29,14.0,73.7,12.0,0.98,33.8
3943,11,MN,ST. CLOUD HOSPITAL,5,0.0,1,CENTRACARE DIALYSIS,0,10,1,0,0,18.0,0.0,100.0,0.0,22.0,37.0,30.0,12.0,0.0,21.2,27.0,103.5,0.51,16.7,73.3,7.0,0.82,16.1
3944,9,OH,FRESENIUS MEDICAL CARE MAUMEE HOME LLC,4,1.0,1,FRESENIUS MEDICAL CARE,0,4,0,1,1,18.0,0.0,98.0,0.0,7.0,26.0,26.0,25.0,16.0,16.1,26.7,219.2,0.51,22.7,63.3,12.0,0.82,9.2
3945,10,IL,DAVITA MONTCLARE DIALYSIS CENTER,4,1.0,1,DAVITA,0,16,1,0,0,5.0,0.0,99.0,1.0,6.0,19.0,34.0,21.0,20.0,21.0,43.2,230.9,0.66,16.2,68.9,15.0,1.31,18.6
3946,13,LA,FMCNA - METAIRIE,4,1.0,1,FRESENIUS MEDICAL CARE,1,20,1,1,1,18.0,0.0,94.0,1.0,7.0,21.0,31.0,30.0,11.0,24.9,28.8,162.7,1.31,4.7,70.8,12.0,2.19,25.1
3947,3,NJ,DAVITA UPPER DEERFIELD,4,1.0,1,DAVITA,0,10,0,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
3948,6,GA,DAVITA WASHINGTON DIALYSIS CENTER,4,1.0,1,DAVITA,0,25,1,0,0,19.0,0.0,100.0,0.0,7.0,24.0,39.0,16.0,13.0,27.1,28.5,168.7,0.49,16.1,59.7,8.0,0.82,2.3
3949,16,OR,PORTLAND DIALYSIS CENTER,5,1.0,1,"US RENAL CARE, INC.",0,15,1,0,0,19.0,0.0,98.0,2.0,6.0,23.0,38.0,22.0,12.0,17.0,18.3,139.5,1.38,0.0,66.4,6.0,0.82,8.2
3950,4,PA,FRESENIUS KIDNEY CARE - CITYLINE,4,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,1,0,19.0,0.0,96.0,0.0,13.0,29.0,23.0,21.0,15.0,20.5,34.6,234.3,0.91,0.0,55.7,13.0,0.82,10.2
3951,4,PA,VA PITTSBURGH HEALTHCARE SYSTEM,4,0.0,1,VETERANS ADMINISTRATION,0,14,1,1,1,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
3952,11,MI,FMC - EAST ANN ARBOR HOME DIALYSIS,3,1.0,1,FRESENIUS MEDICAL CARE,0,0,0,1,1,42.0,0.0,98.0,0.0,7.0,17.0,21.0,32.0,22.0,26.3,41.5,169.0,0.51,85.6,65.0,14.0,0.82,17.7
3953,9,KY,"BIO-MEDICAL APPLICATION OF KENTUCKY, INC.",3,1.0,1,FRESENIUS MEDICAL CARE,0,6,0,1,0,18.0,0.0,98.0,2.0,3.0,17.0,32.0,33.0,15.0,26.4,38.6,190.1,0.51,8.6,71.0,9.0,0.82,22.1
3954,4,PA,DAVITA UPLAND DIALYSIS CENTER,5,1.0,1,DAVITA,1,45,1,1,0,14.0,0.0,99.0,0.0,5.0,18.0,29.0,24.0,24.0,22.2,26.2,127.1,1.27,8.0,50.7,9.0,1.14,22.6
3955,5,MD,FRESENIUS MEDICAL CARE RANDALLSTOWN LLC,2,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,38.0,0.0,94.0,1.0,16.0,35.0,26.0,14.0,8.0,30.8,30.3,153.0,0.41,15.0,49.8,30.0,0.0,13.8
3956,2,NY,HARLEM HOSPITAL,3,0.0,0,INDEPENDENT,1,11,1,0,0,15.0,10.0,89.0,5.0,20.0,25.0,26.0,21.0,8.0,24.5,38.0,210.0,1.69,16.7,72.2,8.0,0.35,17.5
3957,6,NC,"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",3,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,1,1,24.0,0.0,99.0,1.0,8.0,27.0,28.0,26.0,12.0,19.4,29.6,193.3,1.08,14.8,47.3,12.0,0.82,14.6
3958,6,GA,"DIALYSIS CLINIC, INC. - CAMP CREEK",2,1.0,1,"DIALYSIS CLINIC, INC.",0,20,1,0,0,11.0,0.0,94.0,5.0,8.0,22.0,34.0,18.0,18.0,30.0,26.6,246.6,0.25,25.1,50.8,12.0,0.82,13.8
3959,6,NC,FRESENIUS MEDICAL CARE OF SPRING HOPE,4,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,1,1,20.0,0.0,94.0,0.0,9.0,19.0,22.0,33.0,17.0,22.1,30.7,180.6,0.0,19.1,63.8,10.0,0.43,16.6
3960,9,OH,"CDC HOME CARE (YOUNGSTOWN), LTD.",3,1.0,1,CENTERS FOR DIALYSIS CARE,0,2,0,1,1,11.0,6.0,98.0,0.0,8.0,26.0,31.0,24.0,11.0,26.5,34.0,170.8,0.51,6.0,64.5,14.0,0.97,19.2
3961,3,NJ,FMC JOHN J DE PALMA RENAL CENTER,4,1.0,1,FRESENIUS MEDICAL CARE,1,32,1,1,1,17.0,0.0,99.0,0.0,8.0,25.0,32.0,26.0,9.0,18.4,24.1,161.9,0.68,16.9,55.2,16.0,0.54,25.7
3962,17,CA,KAISER PERMANENTE - SANTA CLARA,2,0.0,1,KAISER PERMANENTE,0,0,0,1,0,18.0,0.0,98.0,1.0,4.0,24.0,32.0,30.0,11.0,38.7,21.8,429.5,0.51,16.7,63.3,12.0,2.59,63.2
3963,7,FL,DAVITA GATEWAY DIALYSIS,5,1.0,1,DAVITA,0,16,1,0,0,15.0,0.0,100.0,4.0,10.0,31.0,39.0,13.0,6.0,14.5,26.9,144.2,0.0,3.5,62.3,7.0,1.48,10.4
3964,1,MA,US RENAL CARE FOXBOROUGH DIALYSIS,3,1.0,1,"US RENAL CARE, INC.",1,9,1,1,1,21.0,0.0,95.0,2.0,9.0,30.0,30.0,24.0,7.0,21.9,29.2,255.2,0.0,33.7,66.8,8.0,0.82,42.1
3965,6,GA,DAVITA CONYERS DIALYSIS,4,1.0,1,DAVITA,0,13,1,1,1,31.0,0.0,97.0,2.0,10.0,25.0,24.0,24.0,17.0,22.8,25.8,209.3,0.0,17.8,69.0,13.0,0.92,32.3
3966,12,IA,FMC MIDWEST DIALYSIS,5,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,9.0,0.0,96.0,0.0,9.0,27.0,33.0,22.0,9.0,22.2,21.2,113.9,0.0,4.9,64.9,13.0,1.85,22.4
3967,15,AZ,SAN CARLOS DIALYSIS (FMC),5,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,22.0,0.0,95.0,2.0,12.0,20.0,21.0,27.0,20.0,17.0,14.1,182.6,1.57,4.9,75.5,13.0,0.26,6.6
3968,9,OH,FMC - HERITAGE DIALYSIS,5,1.0,1,FRESENIUS MEDICAL CARE,1,20,1,1,1,21.0,0.0,99.0,1.0,7.0,25.0,34.0,23.0,12.0,16.7,25.9,165.8,0.47,2.4,64.0,10.0,1.68,22.5
3969,7,FL,BMA - SOUTH COLLIER,5,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,8.0,0.0,96.0,2.0,15.0,29.0,30.0,21.0,5.0,21.2,10.0,90.4,0.0,16.7,62.1,5.0,0.82,22.1
3970,15,AZ,PEDIATRIC DIALYSIS CENTER OF PHOENIX LLC,4,1.0,1,AMERICAN RENAL ASSOCIATES,0,2,0,1,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.8,13.6
3971,11,MI,FMC DIALYSIS - ADRIAN,3,1.0,1,FRESENIUS MEDICAL CARE,0,24,1,0,0,22.0,0.0,96.0,1.0,8.0,24.0,29.0,26.0,13.0,19.0,29.0,194.0,0.12,18.2,57.3,15.0,1.27,5.8
3972,11,MI,FMC - COLDWATER,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,22.0,0.0,98.0,0.0,5.0,23.0,27.0,26.0,19.0,19.7,25.1,189.2,0.53,25.9,68.4,7.0,0.8,12.7
3973,11,ND,DAVITA FARGO DIALYSIS CENTER,5,1.0,1,DAVITA,0,12,1,1,1,15.0,0.0,99.0,0.0,8.0,28.0,38.0,17.0,10.0,21.5,23.3,137.8,1.12,0.0,77.0,4.0,1.18,14.8
3974,4,PA,FRESENIUS KIDNEY CARE - PARKVIEW,3,1.0,1,FRESENIUS MEDICAL CARE,0,29,1,1,0,19.0,0.0,97.0,2.0,9.0,28.0,30.0,23.0,10.0,18.7,30.9,239.3,0.1,21.2,57.5,15.0,0.9,15.8
3975,1,MA,DCI BRIGHAM/FAULKNER,4,0.0,1,"DIALYSIS CLINIC, INC.",1,21,1,1,0,6.0,1.0,95.0,3.0,7.0,23.0,29.0,29.0,11.0,19.4,31.1,183.0,0.67,11.6,77.0,7.0,3.52,49.3
3976,7,FL,DAVITA NEW PORT RICHEY KIDNEY CENTER,4,1.0,1,DAVITA,1,28,1,1,1,12.0,0.0,99.0,1.0,6.0,20.0,34.0,21.0,18.0,25.2,27.6,200.5,1.51,11.9,64.2,9.0,1.9,7.7
3977,5,MD,DAVITA RENAL CARE OF SEAT PLEASANT,4,1.0,1,DAVITA,0,21,1,1,0,28.0,0.0,98.0,2.0,9.0,25.0,33.0,19.0,14.0,17.7,21.0,164.0,0.79,17.1,56.1,13.0,0.5,16.5
3978,5,MD,DAVITA FALLS ROAD DIALYSIS,5,1.0,1,DAVITA,0,12,1,0,0,10.0,0.0,99.0,0.0,8.0,28.0,39.0,18.0,7.0,15.7,23.0,127.1,0.0,14.5,79.6,3.0,0.82,45.2
3979,10,IL,FMC - NORTH AVENUE DIALYSIS CENTER,5,1.0,1,FRESENIUS MEDICAL CARE,1,21,1,0,0,11.0,0.0,97.0,2.0,16.0,30.0,28.0,11.0,14.0,18.8,25.2,159.8,0.17,5.9,81.3,6.0,0.82,13.9
3980,11,MI,FMC - GARDEN CITY,3,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,1,1,24.0,0.0,94.0,1.0,9.0,27.0,27.0,24.0,13.0,17.0,28.1,243.8,0.76,22.5,46.7,15.0,0.5,10.6
3981,11,MI,"FMS BEAUMONT HEALTH, LLC",3,1.0,1,FRESENIUS MEDICAL CARE,0,28,1,1,1,25.0,0.0,95.0,2.0,7.0,22.0,28.0,29.0,14.0,19.6,25.6,204.0,0.16,24.5,51.7,14.0,0.82,23.5
3982,5,MD,DAVITA GREENBELT HOME TRAINING (PD ONLY),5,1.0,1,DAVITA,0,4,0,1,0,18.0,0.0,98.0,0.0,4.0,16.0,39.0,33.0,9.0,21.75,27.0,49.9,0.51,16.7,63.3,12.0,0.82,20.9
3983,8,AL,FKC ARAB,5,1.0,1,FRESENIUS MEDICAL CARE,1,24,1,0,0,5.0,0.0,100.0,0.0,7.0,24.0,26.0,24.0,20.0,23.6,10.3,136.4,0.0,16.9,63.8,2.0,0.82,11.3
3984,7,FL,NEPHROLOGY CENTER OF CRESTVIEW,4,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,22.0,3.0,98.0,0.0,9.0,26.0,24.0,25.0,15.0,23.1,26.7,165.4,0.2,17.2,64.9,13.0,0.0,9.3
3985,6,GA,LAKE HARTWELL KIDNEY CENTER,4,1.0,0,INDEPENDENT,0,13,1,0,0,18.0,0.0,95.0,0.0,6.0,26.0,32.0,21.0,15.0,27.7,28.0,187.2,0.51,16.7,68.4,14.0,0.82,16.1
3986,6,NC,DAVITA DURHAM REGIONAL DIALYSIS,3,1.0,1,DAVITA,0,10,1,0,0,0.0,0.0,99.0,1.0,7.0,29.0,36.0,12.0,16.0,21.75,21.0,184.8,0.0,16.7,51.3,23.0,0.82,21.8
3987,13,LA,DAVITA EARHART DIALYSIS,4,1.0,1,DAVITA,0,13,1,1,0,14.0,0.0,99.0,0.0,7.0,26.0,30.0,18.0,18.0,12.1,23.1,187.7,0.53,37.3,59.0,13.0,0.82,24.2
3988,8,MS,"BIOMEDICAL APPLICATIONS OF MISSISSIPPI, INC",5,1.0,1,FRESENIUS MEDICAL CARE,0,21,1,0,0,8.0,0.0,99.0,0.0,7.0,23.0,28.0,27.0,16.0,18.5,26.7,123.6,0.43,6.5,61.5,5.0,0.72,11.3
3989,12,MO,"DIALYSIS CLINIC, INC - FULTON",3,0.0,1,"DIALYSIS CLINIC, INC.",0,9,1,0,0,8.0,0.0,97.0,3.0,3.0,19.0,37.0,22.0,18.0,23.9,40.7,233.3,0.39,0.0,56.4,21.0,0.82,5.3
3990,9,OH,FMC - FARNSWORTH DIALYSIS,4,1.0,1,FRESENIUS MEDICAL CARE,0,25,1,1,1,32.0,0.0,97.0,0.0,8.0,21.0,25.0,28.0,19.0,16.6,23.5,213.3,0.99,7.0,56.3,16.0,0.0,3.6
3991,6,NC,FMC OF EAST GREENSBORO,3,1.0,1,FRESENIUS MEDICAL CARE,0,39,1,1,1,18.0,0.0,97.0,1.0,6.0,19.0,23.0,31.0,22.0,23.4,30.5,191.8,1.09,48.3,58.8,10.0,0.71,8.2
3992,4,PA,DAVITA FAIRMOUNT DIALYSIS,4,1.0,1,DAVITA,0,17,1,0,0,18.0,0.0,99.0,0.0,5.0,23.0,33.0,20.0,19.0,21.75,16.4,193.6,0.7,16.7,48.1,6.0,0.82,13.1
3993,4,PA,"BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.",5,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,0,0,21.0,0.0,97.0,1.0,13.0,25.0,28.0,20.0,14.0,11.8,33.2,164.7,0.87,9.6,72.0,8.0,0.82,34.1
3994,6,SC,DAVITA GOOSE CREEK DIALYSIS,5,1.0,1,DAVITA,0,17,1,0,0,13.0,0.0,98.0,1.0,7.0,22.0,39.0,18.0,14.0,17.6,26.1,157.1,0.72,2.1,58.5,6.0,1.43,26.8
3995,8,AL,DAVITA BESSEMER DIALYSIS,3,1.0,1,DAVITA,0,16,1,0,0,29.0,0.0,99.0,4.0,5.0,27.0,29.0,18.0,20.0,26.8,32.6,124.3,1.36,22.2,45.8,14.0,0.67,12.3
3996,3,NJ,FMC KINGS CT FLEMINGTON DIALYSIS CTR,4,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,1,0,13.0,0.0,98.0,1.0,11.0,25.0,32.0,20.0,12.0,13.9,23.8,175.5,0.16,22.8,68.1,18.0,1.17,25.0
3997,9,OH,DAVITA MERCY CANTON DIALYSIS,5,1.0,1,DAVITA,0,18,1,0,0,20.0,0.0,99.0,0.0,7.0,22.0,40.0,14.0,18.0,23.0,26.9,271.4,0.35,0.0,70.0,7.0,0.47,21.6
3998,6,NC,DAVITA HARRISBURG DIALYSIS CENTER,5,1.0,1,DAVITA,0,25,1,1,0,13.0,0.0,99.0,0.0,5.0,21.0,33.0,21.0,19.0,20.9,24.8,187.9,0.19,6.3,62.7,7.0,1.64,23.0
3999,6,NC,DAVITA COASTAL PLAIN DIALYSIS,4,1.0,1,DAVITA,0,12,1,1,1,38.0,0.0,100.0,1.0,5.0,19.0,40.0,20.0,15.0,10.4,28.9,241.5,0.97,11.2,57.1,13.0,0.82,11.4
4000,15,AZ,DAVITA TUCSON EAST DIALYSIS,3,1.0,1,DAVITA,1,27,1,1,1,20.0,1.0,97.0,3.0,7.0,24.0,31.0,20.0,19.0,31.1,25.4,224.6,0.1,23.4,66.8,17.0,1.01,8.6
4001,18,CA,FMC-WEST COVINA KIDNEY CENTER,4,1.0,1,FRESENIUS MEDICAL CARE,0,20,1,0,0,4.0,0.0,100.0,1.0,9.0,29.0,37.0,17.0,8.0,34.0,31.0,292.1,0.68,34.8,78.1,8.0,0.38,29.3
4002,6,NC,FRESENIUS KIDNEY CARE WEST CHARLOTTE,4,1.0,1,FRESENIUS MEDICAL CARE,0,29,1,0,0,30.0,0.0,99.0,1.0,8.0,29.0,39.0,15.0,9.0,23.5,29.7,155.8,0.13,14.5,53.3,14.0,0.0,4.8
4003,9,IN,INDIANA DIALYSIS COMPANY,3,1.0,0,INDEPENDENT,0,14,1,1,0,32.0,0.0,97.0,2.0,7.0,23.0,30.0,24.0,16.0,32.2,21.0,196.0,0.51,14.1,63.6,16.0,0.55,8.0
4004,2,NY,US RENAL CARE WEST CHEEKTOWAGA,4,1.0,1,"US RENAL CARE, INC.",0,12,1,0,0,12.0,3.0,98.0,1.0,8.0,30.0,39.0,15.0,8.0,26.6,26.3,188.1,0.0,30.2,65.2,10.0,0.56,12.2
4005,16,OR,PNRS TUALATIN,5,1.0,1,FRESENIUS MEDICAL CARE,1,25,1,0,0,12.0,0.0,95.0,2.0,5.0,27.0,30.0,26.0,13.0,20.5,13.0,130.4,0.0,0.0,57.8,7.0,0.38,10.3
4006,10,IL,FMC - ROSELAND,3,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,1,0,17.0,0.0,96.0,2.0,8.0,27.0,30.0,25.0,11.0,19.6,24.6,235.1,0.42,4.0,47.5,17.0,0.0,12.6
4007,9,IN,FMC - NEPHROLOGY - LA PORTE,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,18.0,0.0,100.0,0.0,3.0,25.0,24.0,31.0,17.0,9.8,22.5,165.0,1.17,16.7,66.5,3.0,0.82,9.5
4008,6,SC,FRESENIUS MEDICAL CARE IRMO,4,1.0,1,FRESENIUS MEDICAL CARE,0,21,1,0,0,25.0,0.0,99.0,1.0,7.0,21.0,27.0,30.0,15.0,20.0,19.2,122.0,0.31,42.4,60.2,11.0,0.53,25.1
4009,10,IL,"FRESENIUS MEDICAL CARE CHICAGOLAND, LLC",4,1.0,1,FRESENIUS MEDICAL CARE,1,16,1,0,0,12.0,0.0,98.0,2.0,9.0,23.0,25.0,28.0,15.0,15.7,25.7,162.3,0.18,6.4,54.1,15.0,0.42,16.0
4010,2,NY,UNIV. DIALYSIS CTR @ OSWEGO,3,0.0,1,"DIALYSIS CLINIC, INC.",0,19,1,0,0,13.0,0.0,91.0,3.0,4.0,21.0,25.0,30.0,21.0,28.2,17.4,166.8,0.43,18.4,70.2,17.0,0.82,20.6
4011,6,SC,FMC DIALYSIS SERVICES ANDREWS,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,10.0,0.0,97.0,1.0,13.0,28.0,27.0,23.0,10.0,17.9,27.0,126.3,0.96,12.1,64.4,1.0,0.82,28.7
